model,year,price,mileage,tax,mpg,engineSize,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Hybrid,fuelType_Petrol,state_New,state_Used
7,2016,23695,14618.0,200,47.1,5,0,0,1,1,0,0,0,1
2,2017,19900,28325.0,30,64.2,6,0,0,1,1,0,0,0,1
6,2017,21995,43163.0,145,51.4,5,0,0,1,1,0,0,0,1
2,2019,27444,5432.0,145,47.1,5,1,0,0,1,0,0,0,1
7,2019,32576,6024.0,145,38.2,5,0,0,1,1,0,0,0,1
5,2017,18750,20478.0,145,54.3,1,0,0,1,0,0,1,0,1
0,2017,12100,28200.0,0,76.3,3,0,1,0,1,0,0,0,1
0,2015,13499,33769.0,30,55.4,1,0,1,0,0,0,1,0,1
7,2016,21995,37000.0,200,47.1,5,0,0,1,1,0,0,0,1
1,2015,11990,51000.0,30,67.3,3,0,1,0,1,0,0,0,1
1,2016,14295,63180.0,125,57.6,5,1,0,0,1,0,0,0,1
3,2016,18480,40586.0,145,56.5,5,0,0,1,1,0,0,0,1
6,2019,25490,11130.0,145,42.8,5,0,1,0,1,0,0,0,1
2,2019,26490,9461.0,145,47.9,5,0,0,1,1,0,0,0,1
2,2015,10099,71920.0,30,65.7,5,0,1,0,1,0,0,0,1
2,2020,45000,2500.0,145,40.4,6,0,0,1,1,0,0,0,1
5,2019,24496,3402.0,145,40.9,2,0,0,1,0,0,1,0,1
6,2019,26990,4105.0,145,48.7,5,0,0,1,1,0,0,0,1
4,2013,11966,46340.0,145,56.5,5,0,0,1,1,0,0,0,1
1,2016,17988,24406.0,125,48.7,5,0,0,1,0,0,1,0,1
1,2016,11990,53792.0,20,61.4,1,0,1,0,0,0,1,0,1
0,2016,9999,31282.0,0,67.3,0,0,1,0,0,0,1,0,1
3,2019,31600,12844.0,145,48.7,5,1,0,0,1,0,0,0,1
2,2017,17499,28814.0,145,74.3,5,0,1,0,1,0,0,0,1
2,2019,30500,4250.0,145,44.8,5,1,0,0,1,0,0,0,1
4,2017,22491,27073.0,150,58.9,5,1,0,0,1,0,0,0,1
1,2020,27881,5432.0,145,44.1,2,0,0,1,0,0,1,0,1
4,2016,17000,57221.0,30,61.4,5,0,0,1,1,0,0,0,1
5,2016,16000,42500.0,30,64.2,3,0,1,0,1,0,0,0,1
3,2017,17980,21134.0,145,49.6,5,0,1,0,0,0,1,0,1
6,2019,28445,14385.0,145,31.7,5,1,0,0,0,0,1,0,1
2,2019,34991,3019.0,145,44.1,5,0,0,1,1,0,0,0,1
6,2019,27995,1688.0,145,39.8,2,0,1,0,0,0,1,0,1
7,2016,25495,34893.0,235,42.8,6,0,0,1,1,0,0,0,1
5,2019,23990,1692.0,145,49.6,3,0,1,0,1,0,0,0,1
0,2019,23290,4000.0,145,40.9,5,1,0,0,0,0,1,0,1
7,2015,18499,26153.0,200,47.9,5,0,1,0,1,0,0,0,1
0,2016,11800,16133.0,0,67.3,0,0,1,0,0,0,1,0,1
3,2019,25998,24608.0,145,39.8,5,0,0,1,0,0,1,0,1
1,2018,21498,10827.0,145,56.5,2,0,0,1,0,0,1,0,1
2,2014,10995,51000.0,30,61.4,5,0,1,0,1,0,0,0,1
0,2013,7200,54766.0,125,53.3,1,0,1,0,0,0,1,0,1
1,2018,20971,22604.0,145,56.5,2,0,0,1,0,0,1,0,1
1,2017,18998,19588.0,30,56.5,1,0,0,1,0,0,1,0,1
1,2017,23990,10081.0,150,43.5,5,1,0,0,0,0,1,0,1
5,2019,29444,4000.0,145,42.2,2,1,0,0,0,0,1,0,1
0,2015,11300,34540.0,30,57.6,1,0,0,1,0,0,1,0,1
6,2020,36950,2888.0,150,39.2,2,0,0,1,0,0,1,0,1
2,2016,14899,28555.0,20,70.6,5,0,1,0,1,0,0,0,1
7,2016,19750,48269.0,200,47.1,5,0,0,1,1,0,0,0,1
6,2016,15888,52034.0,145,52.3,5,0,1,0,1,0,0,0,1
6,2018,21446,11500.0,145,49.6,1,0,1,0,0,0,1,0,1
3,2020,30850,4000.0,145,47.1,5,0,0,1,1,0,0,0,1
6,2016,16500,53947.0,145,51.4,5,0,0,1,1,0,0,0,1
4,2019,28990,11000.0,145,50.4,5,1,0,0,1,0,0,0,1
0,2016,12990,27000.0,30,55.4,1,0,1,0,0,0,1,0,1
1,2020,27991,2500.0,145,43.5,2,0,0,1,0,0,1,0,1
1,2017,19490,17100.0,145,56.5,2,0,0,1,0,0,1,0,1
0,2017,11995,15351.0,30,57.6,1,0,1,0,0,0,1,0,1
1,2017,14500,26156.0,145,58.9,1,1,0,0,0,0,1,0,1
2,2017,17850,26461.0,30,67.3,5,0,1,0,1,0,0,0,1
4,2015,17000,64266.0,200,47.9,6,1,0,0,1,0,0,0,1
5,2017,18490,14000.0,145,52.3,1,0,1,0,0,0,1,0,1
2,2013,9000,59438.0,125,58.9,5,1,0,0,1,0,0,0,1
5,2018,19500,15401.0,145,52.3,1,0,1,0,0,0,1,0,1
2,2017,21990,3000.0,145,50.4,1,0,0,1,0,0,1,0,1
1,2019,23490,12927.0,145,42.2,2,0,0,1,0,0,1,0,1
5,2019,28062,0.0,145,43.5,2,0,1,0,0,0,1,1,0
7,2019,35995,4326.0,145,38.2,5,1,0,0,1,0,0,0,1
7,2014,21995,49875.0,260,41.5,6,0,0,1,1,0,0,0,1
2,2017,16499,39000.0,145,74.3,5,0,1,0,1,0,0,0,1
3,2019,29485,0.0,145,40.4,5,1,0,0,0,0,1,1,0
0,2014,10291,30287.0,125,53.3,1,0,1,0,0,0,1,0,1
1,2019,21800,4577.0,145,51.4,3,0,1,0,1,0,0,0,1
3,2016,16926,29325.0,160,52.3,5,1,0,0,1,0,0,0,1
1,2015,12990,27100.0,20,60.1,1,0,0,1,0,0,1,0,1
2,2014,9495,80909.0,125,58.9,5,0,1,0,1,0,0,0,1
2,2015,13995,27016.0,30,62.8,5,0,1,0,1,0,0,0,1
5,2019,21512,0.0,145,49.6,3,0,1,0,1,0,0,1,0
4,2015,16798,65835.0,125,61.4,5,0,0,1,1,0,0,0,1
7,2019,35498,0.0,145,32.1,5,0,0,1,0,0,1,1,0
1,2017,18444,18541.0,30,60.1,1,0,1,0,0,0,1,0,1
4,2017,13995,47000.0,30,65.7,5,0,1,0,1,0,0,0,1
6,2013,13950,34925.0,200,47.9,5,0,0,1,1,0,0,0,1
0,2015,15000,10363.0,30,55.4,1,0,1,0,0,0,1,0,1
2,2016,16025,33833.0,30,64.2,5,0,1,0,1,0,0,0,1
6,2019,26450,0.0,150,48.7,5,0,0,1,1,0,0,1,0
6,2016,16998,41910.0,145,52.3,5,0,1,0,1,0,0,0,1
4,2020,37990,3455.0,145,50.4,5,1,0,0,1,0,0,0,1
2,2019,25000,3522.0,145,38.7,5,1,0,0,0,0,1,0,1
0,2016,10495,43000.0,0,67.3,0,0,1,0,0,0,1,0,1
6,2019,25950,5000.0,145,42.8,5,0,1,0,1,0,0,0,1
2,2019,27246,2167.0,145,47.9,5,1,0,0,1,0,0,0,1
1,2015,18298,9545.0,200,42.8,4,0,0,1,0,0,1,0,1
3,2019,26400,7221.0,145,51.4,5,1,0,0,1,0,0,0,1
2,2016,15699,45100.0,30,67.3,5,0,1,0,1,0,0,0,1
3,2015,14495,87660.0,160,50.4,5,1,0,0,1,0,0,0,1
7,2013,13987,50672.0,200,47.9,5,0,1,0,1,0,0,0,1
2,2019,40970,9643.0,145,40.4,6,1,0,0,1,0,0,0,1
6,2016,19498,20318.0,150,52.3,5,0,1,0,1,0,0,0,1
3,2016,17990,23048.0,150,53.3,5,0,0,1,1,0,0,0,1
5,2019,22450,4195.0,145,47.9,3,0,1,0,1,0,0,0,1
5,2019,21395,5800.0,145,47.9,3,0,1,0,1,0,0,0,1
1,2018,19900,9058.0,145,62.8,5,0,0,1,1,0,0,0,1
6,2017,20495,20250.0,145,54.3,5,0,1,0,1,0,0,0,1
2,2019,24798,6223.0,145,38.7,5,0,1,0,0,0,1,0,1
6,2017,19956,38150.0,200,42.2,5,0,0,1,0,0,1,0,1
2,2019,34000,2500.0,145,35.8,5,1,0,0,0,0,1,0,1
3,2014,11990,48000.0,125,57.6,5,0,1,0,1,0,0,0,1
0,2017,14291,9010.0,150,55.4,1,0,1,0,0,0,1,0,1
6,2019,27490,0.0,145,40.9,2,0,1,0,0,0,1,1,0
6,2019,33990,0.0,145,38.2,2,1,0,0,0,0,1,1,0
1,2017,19990,33900.0,125,57.6,5,0,0,1,1,0,0,0,1
7,2015,13063,83855.0,160,50.4,5,0,1,0,1,0,0,0,1
5,2019,22991,4304.0,145,47.9,3,0,0,1,1,0,0,0,1
1,2018,21499,4012.0,150,42.2,2,0,1,0,0,0,1,0,1
2,2019,24305,12762.0,145,38.2,5,0,0,1,0,0,1,0,1
3,2018,23995,13500.0,145,64.2,5,0,1,0,1,0,0,0,1
0,2015,9580,44141.0,30,57.6,1,0,1,0,0,0,1,0,1
3,2015,20490,52838.0,260,35.8,6,1,0,0,0,0,1,0,1
1,2014,8698,87151.0,30,62.8,5,0,0,1,1,0,0,0,1
5,2016,15990,35624.0,30,64.2,3,0,1,0,1,0,0,0,1
1,2014,7699,81008.0,20,68.9,5,0,1,0,1,0,0,0,1
6,2019,34990,6000.0,145,31.4,5,0,0,1,0,0,1,0,1
6,2019,24850,3500.0,145,40.9,2,0,1,0,0,0,1,0,1
0,2016,10950,29702.0,0,67.3,0,0,1,0,0,0,1,0,1
2,2016,17400,36780.0,30,65.7,5,0,0,1,1,0,0,0,1
4,2015,18998,49039.0,165,50.4,6,0,0,1,1,0,0,0,1
5,2017,20445,12079.0,150,54.3,1,0,0,1,0,0,1,0,1
0,2017,15490,14427.0,150,56.5,1,0,0,1,0,0,1,0,1
3,2015,15950,30554.0,160,52.3,5,1,0,0,1,0,0,0,1
1,2017,20000,8500.0,145,47.9,5,1,0,0,0,0,1,0,1
1,2016,16755,21540.0,30,57.6,1,0,1,0,0,0,1,0,1
7,2019,35500,8417.0,145,38.2,5,1,0,0,1,0,0,0,1
1,2014,7599,50416.0,0,74.3,3,0,1,0,1,0,0,0,1
3,2016,18995,24059.0,160,52.3,5,0,0,1,1,0,0,0,1
3,2016,16199,64713.0,160,50.4,5,1,0,0,1,0,0,0,1
3,2016,21000,37958.0,260,35.8,6,0,0,1,0,0,1,0,1
1,2019,22470,3399.0,150,42.2,2,0,0,1,0,0,1,0,1
6,2019,24990,6000.0,145,40.9,2,0,1,0,0,0,1,0,1
6,2019,24950,3525.0,145,40.9,2,0,1,0,0,0,1,0,1
6,2017,18990,33666.0,145,49.6,1,0,1,0,0,0,1,0,1
6,2020,39995,3000.0,145,30.7,5,0,0,1,0,0,1,0,1
6,2014,12195,53540.0,205,47.9,5,1,0,0,1,0,0,0,1
1,2017,17495,22000.0,150,60.1,1,0,1,0,0,0,1,0,1
0,2017,10500,30945.0,0,67.3,0,0,1,0,0,0,1,0,1
2,2014,9990,77000.0,30,62.8,5,0,1,0,1,0,0,0,1
7,2019,36995,4125.0,145,38.2,5,0,0,1,1,0,0,0,1
1,2017,13500,33484.0,150,60.1,1,0,1,0,0,0,1,0,1
6,2015,17398,24539.0,160,51.4,5,1,0,0,1,0,0,0,1
2,2018,18490,17012.0,145,51.4,1,0,0,1,0,0,1,0,1
2,2018,27992,17098.0,145,42.8,5,0,0,1,0,0,1,0,1
0,2016,12798,19512.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2019,22510,5505.0,145,52.3,3,1,0,0,1,0,0,0,1
1,2012,12595,41000.0,30,64.2,5,0,1,0,1,0,0,0,1
4,2019,46985,3510.0,145,36.2,6,1,0,0,1,0,0,0,1
3,2019,28495,10000.0,145,39.2,5,1,0,0,0,0,1,0,1
4,2019,30750,6500.0,145,34.9,5,0,0,1,0,0,1,0,1
7,2019,35290,2414.0,145,38.2,5,0,0,1,1,0,0,0,1
2,2019,29000,3390.0,145,39.2,5,1,0,0,0,0,1,0,1
3,2016,21498,34051.0,200,44.8,6,0,0,1,1,0,0,0,1
1,2018,14500,22496.0,145,72.4,3,0,0,1,1,0,0,0,1
5,2019,25690,2000.0,145,42.2,2,1,0,0,0,0,1,0,1
4,2019,31000,0.0,145,50.4,5,1,0,0,1,0,0,1,0
2,2017,16745,36008.0,150,67.3,5,0,1,0,1,0,0,0,1
2,2015,12097,48268.0,125,56.5,5,0,0,1,1,0,0,0,1
6,2015,16498,28129.0,125,60.1,5,0,1,0,1,0,0,0,1
6,2015,12249,54775.0,30,61.4,5,0,1,0,1,0,0,0,1
2,2019,28250,4500.0,145,39.2,5,0,1,0,0,0,1,0,1
2,2016,13676,46665.0,20,70.6,5,0,1,0,1,0,0,0,1
4,2013,13100,32412.0,125,57.6,5,0,1,0,1,0,0,0,1
7,2018,30995,7891.0,145,40.9,5,0,0,1,0,0,1,0,1
0,2013,7700,72120.0,125,52.3,1,0,1,0,0,0,1,0,1
3,2017,20150,45465.0,145,62.8,5,0,0,1,1,0,0,0,1
6,2019,24990,3338.0,145,40.9,2,0,1,0,0,0,1,0,1
6,2020,33444,0.0,145,31.4,5,0,0,1,0,0,1,1,0
1,2013,8990,85255.0,0,74.3,3,0,1,0,1,0,0,0,1
3,2017,19500,33300.0,145,61.4,5,1,0,0,1,0,0,0,1
7,2014,18450,37113.0,200,47.1,5,1,0,0,1,0,0,0,1
6,2019,26000,2000.0,145,42.8,5,0,1,0,1,0,0,0,1
7,2016,21995,26500.0,200,47.1,5,0,0,1,1,0,0,0,1
1,2013,11500,54553.0,125,53.3,1,0,1,0,0,0,1,0,1
0,2019,19490,1308.0,145,47.9,0,0,1,0,0,0,1,0,1
1,2019,31900,6457.0,150,34.5,5,0,0,1,0,0,1,0,1
2,2019,26695,5000.0,145,51.4,5,0,0,1,1,0,0,0,1
7,2016,30440,35622.0,240,42.2,6,0,0,1,1,0,0,0,1
6,2015,19750,23787.0,205,40.4,5,1,0,0,0,0,1,0,1
4,2016,13498,78545.0,20,67.3,5,0,0,1,1,0,0,0,1
0,2017,12230,39999.0,145,58.9,1,0,1,0,0,0,1,0,1
1,2018,20500,10010.0,145,56.5,2,1,0,0,0,0,1,0,1
5,2017,15991,6287.0,150,55.4,0,0,1,0,0,0,1,0,1
7,2019,31490,7601.0,145,38.2,5,0,0,1,1,0,0,0,1
1,2019,33950,6763.0,150,34.5,5,0,0,1,0,0,1,0,1
1,2017,17695,14160.0,145,68.9,3,0,1,0,1,0,0,0,1
1,2015,11995,25959.0,20,70.6,3,0,1,0,1,0,0,0,1
7,2015,18465,33656.0,205,47.1,5,0,0,1,1,0,0,0,1
1,2017,16625,53222.0,30,61.4,5,0,0,1,1,0,0,0,1
1,2013,9789,65000.0,20,68.9,5,0,1,0,1,0,0,0,1
1,2016,14299,34078.0,125,58.9,5,1,0,0,1,0,0,0,1
7,2016,17299,47614.0,200,48.7,5,1,0,0,1,0,0,0,1
2,2020,28995,3920.0,145,42.2,5,0,0,1,0,0,1,0,1
5,2017,16295,29741.0,125,52.3,1,0,1,0,0,0,1,0,1
5,2019,19495,5000.0,145,49.6,3,0,1,0,1,0,0,0,1
6,2017,22495,32713.0,160,50.4,5,0,1,0,1,0,0,0,1
6,2020,31990,2100.0,145,39.8,2,0,1,0,0,0,1,0,1
1,2016,12500,19494.0,30,67.3,5,0,1,0,1,0,0,0,1
0,2017,17962,19107.0,30,70.6,1,0,0,1,0,0,1,0,1
0,2017,11771,46096.0,145,67.3,0,0,1,0,0,0,1,0,1
0,2016,10965,24642.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2017,14790,16023.0,145,60.1,1,0,1,0,0,0,1,0,1
5,2019,23995,4430.0,145,40.9,2,0,1,0,0,0,1,0,1
1,2016,16600,16793.0,20,65.7,5,0,1,0,1,0,0,0,1
6,2019,25000,2000.0,145,40.9,2,0,1,0,0,0,1,0,1
1,2015,13599,43523.0,20,60.1,1,0,1,0,0,0,1,0,1
4,2015,14000,61176.0,30,62.8,5,0,1,0,1,0,0,0,1
3,2019,32990,5000.0,145,50.4,5,1,0,0,1,0,0,0,1
7,2016,29998,42167.0,235,42.2,6,0,0,1,1,0,0,0,1
5,2019,21262,4868.0,145,49.6,3,0,1,0,1,0,0,0,1
4,2016,19950,42165.0,30,61.4,6,0,0,1,1,0,0,0,1
0,2015,12995,27275.0,30,55.4,1,0,1,0,0,0,1,0,1
3,2019,27985,1010.0,145,39.8,5,1,0,0,0,0,1,0,1
4,2017,19798,12623.0,150,64.2,5,0,0,1,1,0,0,0,1
1,2017,16499,21865.0,30,58.9,1,0,1,0,0,0,1,0,1
0,2017,11700,19268.0,150,67.3,0,0,1,0,0,0,1,0,1
5,2018,19695,19886.0,150,50.4,1,0,1,0,0,0,1,0,1
3,2019,33560,8909.0,145,44.8,5,1,0,0,1,0,0,0,1
1,2016,16990,33241.0,30,61.4,5,0,0,1,1,0,0,0,1
6,2013,11477,73000.0,145,54.3,5,0,1,0,1,0,0,0,1
4,2016,13500,61104.0,30,61.4,5,0,1,0,1,0,0,0,1
6,2017,17997,10950.0,145,51.4,1,0,1,0,0,0,1,0,1
4,2019,39991,11000.0,145,47.9,5,1,0,0,1,0,0,0,1
2,2017,18490,27198.0,145,48.7,5,0,1,0,0,0,1,0,1
2,2016,15990,30625.0,30,67.3,5,0,1,0,1,0,0,0,1
7,2017,30985,17502.0,145,40.4,5,0,0,1,0,0,1,0,1
7,2019,29990,11844.0,145,39.2,5,1,0,0,1,0,0,0,1
2,2018,18688,43525.0,145,50.4,5,0,0,1,0,0,1,0,1
1,2013,6998,89831.0,0,74.3,3,0,1,0,1,0,0,0,1
6,2018,24000,12000.0,145,48.7,1,0,0,1,0,0,1,0,1
3,2016,18495,35500.0,165,53.3,5,0,1,0,1,0,0,0,1
2,2017,21781,25145.0,145,52.3,5,0,0,1,0,0,1,0,1
4,2019,38444,5432.0,150,34.0,5,0,0,1,0,0,1,0,1
2,2014,13790,57120.0,30,61.4,5,0,1,0,1,0,0,0,1
1,2017,18698,8763.0,30,60.1,1,0,1,0,0,0,1,0,1
4,2016,16200,89334.0,30,62.8,6,1,0,0,1,0,0,0,1
0,2016,12991,30321.0,30,58.9,1,0,1,0,0,0,1,0,1
1,2016,13995,40030.0,0,83.1,3,0,1,0,1,0,0,0,1
2,2019,28490,2000.0,145,44.8,5,1,0,0,1,0,0,0,1
2,2016,15200,53342.0,30,65.7,5,1,0,0,1,0,0,0,1
2,2019,18698,2124.0,145,41.5,5,0,1,0,0,0,1,0,1
1,2017,16495,35000.0,30,56.5,1,0,0,1,0,0,1,0,1
1,2014,7690,77430.0,0,74.3,3,0,1,0,1,0,0,0,1
4,2019,29495,12398.0,150,47.9,5,0,0,1,1,0,0,0,1
7,2019,35995,4770.0,145,38.2,5,0,0,1,1,0,0,0,1
7,2020,51495,5000.0,145,34.5,6,0,0,1,1,0,0,0,1
2,2016,17950,21887.0,30,64.2,5,0,1,0,1,0,0,0,1
4,2014,18498,36223.0,235,44.8,6,0,0,1,1,0,0,0,1
0,2016,12690,13742.0,30,55.4,1,0,1,0,0,0,1,0,1
1,2015,15995,49487.0,125,57.6,5,0,0,1,1,0,0,0,1
6,2016,19000,19821.0,165,49.6,5,0,1,0,1,0,0,0,1
2,2019,27495,6000.0,145,48.7,5,1,0,0,1,0,0,0,1
2,2013,8295,68600.0,205,43.5,4,0,1,0,0,0,1,0,1
4,2017,21592,28710.0,145,56.5,5,0,0,1,1,0,0,0,1
7,2020,38000,1481.0,145,32.1,5,1,0,0,0,0,1,0,1
4,2016,18600,29486.0,30,61.4,5,0,1,0,1,0,0,0,1
2,2019,27000,5000.0,145,38.7,5,0,1,0,0,0,1,0,1
2,2017,19298,14290.0,145,51.4,1,0,1,0,0,0,1,0,1
4,2015,14590,57816.0,125,57.6,5,1,0,0,1,0,0,0,1
0,2014,10995,51808.0,0,74.3,3,0,1,0,1,0,0,0,1
2,2019,22990,4023.0,145,50.4,5,0,0,1,1,0,0,0,1
2,2019,32000,3076.0,145,44.1,5,0,0,1,1,0,0,0,1
4,2019,37800,5004.0,145,34.0,5,1,0,0,0,0,1,0,1
1,2018,28452,19227.0,145,43.5,5,0,0,1,0,0,1,0,1
3,2017,19500,14250.0,145,70.6,5,1,0,0,1,0,0,0,1
1,2018,20442,10980.0,145,54.3,2,0,1,0,0,0,1,0,1
4,2017,13000,90620.0,30,61.4,5,0,1,0,1,0,0,0,1
6,2016,15990,25647.0,30,62.8,5,0,1,0,1,0,0,0,1
0,2019,21500,6000.0,145,40.9,5,0,0,1,0,0,1,0,1
6,2016,16998,39882.0,145,52.3,5,0,1,0,1,0,0,0,1
3,2019,27490,5100.0,145,48.7,5,1,0,0,1,0,0,0,1
2,2017,17599,29747.0,30,62.8,5,0,0,1,1,0,0,0,1
1,2016,16450,32542.0,30,60.1,1,0,1,0,0,0,1,0,1
2,2019,34990,1705.0,145,38.2,5,1,0,0,0,0,1,0,1
2,2016,15158,27354.0,30,55.4,5,1,0,0,0,0,1,0,1
1,2016,11495,21000.0,0,74.3,3,0,1,0,1,0,0,0,1
6,2016,17991,47079.0,160,50.4,5,0,0,1,1,0,0,0,1
6,2013,13798,30256.0,200,47.9,5,0,0,1,1,0,0,0,1
0,2019,21495,6501.0,150,40.9,5,0,0,1,0,0,1,0,1
6,2020,29950,4750.0,145,48.7,5,0,0,1,1,0,0,0,1
7,2019,34026,6756.0,145,38.2,5,0,0,1,1,0,0,0,1
1,2017,19000,21159.0,30,56.5,1,0,1,0,0,0,1,0,1
6,2019,28888,2774.0,145,41.5,2,0,1,0,0,0,1,0,1
6,2019,29990,6000.0,145,40.9,5,0,1,0,1,0,0,0,1
3,2019,29250,11128.0,145,39.8,5,1,0,0,0,0,1,0,1
4,2017,21195,32000.0,145,61.4,5,0,0,1,1,0,0,0,1
3,2019,27995,21480.0,145,48.7,5,0,0,1,1,0,0,0,1
2,2016,14899,49093.0,30,64.2,5,1,0,0,1,0,0,0,1
1,2019,21981,3358.0,145,55.4,5,0,1,0,1,0,0,0,1
6,2016,17498,29602.0,145,52.3,5,0,1,0,1,0,0,0,1
3,2016,11000,77128.0,20,67.3,5,0,1,0,1,0,0,0,1
3,2017,23830,24193.0,150,62.8,5,1,0,0,1,0,0,0,1
2,2017,13490,91212.0,30,64.2,5,0,1,0,1,0,0,0,1
2,2015,13500,49597.0,125,60.1,5,0,1,0,1,0,0,0,1
0,2015,10495,34190.0,0,80.7,3,0,1,0,1,0,0,0,1
4,2019,31500,2408.0,145,50.4,5,1,0,0,1,0,0,0,1
6,2016,16800,34811.0,145,52.3,5,1,0,0,1,0,0,0,1
1,2017,18998,14264.0,145,54.3,2,0,1,0,0,0,1,0,1
1,2016,15500,10897.0,20,60.1,1,1,0,0,0,0,1,0,1
0,2016,11645,20257.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2019,22990,7470.0,145,40.4,5,0,0,1,0,0,1,0,1
0,2015,10799,22266.0,30,55.4,1,0,1,0,0,0,1,0,1
6,2015,16698,32914.0,145,52.3,5,0,1,0,1,0,0,0,1
4,2018,21950,26265.0,150,61.4,5,1,0,0,1,0,0,0,1
0,2019,23500,4000.0,145,44.8,2,0,0,1,0,0,1,0,1
4,2017,22695,31842.0,125,58.9,5,0,0,1,1,0,0,0,1
3,2017,22500,35772.0,145,60.1,6,0,0,1,1,0,0,0,1
1,2019,26663,6000.0,145,52.3,3,1,0,0,1,0,0,0,1
5,2017,20950,8500.0,150,54.3,1,0,0,1,0,0,1,0,1
3,2019,26990,4000.0,145,40.4,5,0,1,0,0,0,1,0,1
4,2014,12691,84000.0,205,44.8,6,0,0,1,1,0,0,0,1
6,2014,15000,39190.0,205,47.9,5,1,0,0,1,0,0,0,1
5,2019,30500,0.0,145,33.2,5,1,0,0,0,0,1,1,0
0,2019,20444,3863.0,145,47.9,0,0,1,0,0,0,1,0,1
1,2018,21995,15696.0,145,42.2,2,0,0,1,0,0,1,0,1
6,2016,16342,63345.0,160,50.4,5,0,0,1,1,0,0,0,1
7,2018,37995,23500.0,145,34.0,6,0,0,1,0,0,1,0,1
6,2016,18000,24602.0,145,52.3,5,0,1,0,1,0,0,0,1
1,2018,20000,6629.0,145,42.2,2,1,0,0,0,0,1,0,1
7,2019,34596,5446.0,145,38.2,5,0,0,1,1,0,0,0,1
4,2015,15800,47694.0,30,64.2,5,1,0,0,1,0,0,0,1
3,2014,12240,65555.0,125,60.1,5,0,0,1,1,0,0,0,1
1,2016,17992,47248.0,125,57.6,5,0,0,1,1,0,0,0,1
3,2015,21985,28011.0,260,34.9,6,0,0,1,0,0,1,0,1
2,2016,17495,41505.0,20,67.3,5,0,0,1,1,0,0,0,1
7,2016,20000,23789.0,200,47.1,5,1,0,0,1,0,0,0,1
7,2020,36500,6500.0,145,38.2,5,0,0,1,1,0,0,0,1
1,2016,10999,36281.0,0,74.3,3,0,1,0,1,0,0,0,1
5,2019,22976,3951.0,145,42.8,2,1,0,0,0,0,1,0,1
1,2019,22899,9800.0,145,51.4,3,0,1,0,1,0,0,0,1
2,2019,33245,2529.0,150,47.9,5,0,0,1,1,0,0,0,1
0,2019,18500,3500.0,150,51.4,0,0,1,0,0,0,1,0,1
1,2020,26500,5954.6,145,52.3,3,0,1,0,1,0,0,1,0
3,2015,17895,40889.0,260,35.8,6,0,0,1,0,0,1,0,1
7,2016,17800,60551.0,200,47.1,5,1,0,0,1,0,0,0,1
7,2019,34990,3000.0,145,32.1,5,1,0,0,0,0,1,0,1
2,2020,32850,3500.0,145,38.2,5,0,0,1,0,0,1,0,1
1,2019,18490,5985.0,145,43.5,2,0,1,0,0,0,1,0,1
0,2019,22950,1145.0,145,44.8,2,0,0,1,0,0,1,0,1
2,2018,28995,11047.0,145,56.5,5,0,0,1,1,0,0,0,1
5,2019,20594,9160.0,145,49.6,3,0,1,0,1,0,0,0,1
6,2017,19490,51483.0,160,51.4,5,0,0,1,1,0,0,0,1
0,2017,17935,36472.0,145,40.4,5,0,1,0,0,0,1,0,1
1,2019,20250,5789.0,145,52.3,3,0,0,1,1,0,0,0,1
0,2017,11800,32596.0,150,57.6,1,0,1,0,0,0,1,0,1
6,2019,35444,7040.0,145,30.7,5,1,0,0,0,0,1,0,1
6,2020,36850,4500.0,145,47.1,5,0,0,1,1,0,0,0,1
3,2016,15375,32962.0,125,60.1,5,0,1,0,1,0,0,0,1
4,2015,13990,79197.0,20,67.3,5,1,0,0,1,0,0,0,1
1,2017,15000,13078.0,145,67.3,5,0,1,0,1,0,0,0,1
3,2017,26990,36209.0,240,38.2,6,0,0,1,0,0,1,0,1
3,2020,37490,0.0,145,39.2,5,1,0,0,0,0,1,1,0
1,2019,24450,7508.0,150,42.2,2,0,0,1,0,0,1,0,1
0,2016,14450,22600.0,30,55.4,1,0,1,0,0,0,1,0,1
1,2020,17199,0.0,150,49.6,0,0,1,0,0,0,1,1,0
6,2020,35990,5000.0,145,31.4,5,0,0,1,0,0,1,0,1
0,2020,18330,1322.0,145,49.6,0,0,1,0,0,0,1,0,1
7,2016,20700,32268.0,200,47.1,5,0,0,1,1,0,0,0,1
4,2018,20750,21000.0,145,64.2,5,0,0,1,1,0,0,0,1
1,2018,22490,13732.0,145,54.3,2,0,1,0,0,0,1,0,1
6,2019,39990,3009.0,145,31.0,5,0,0,1,0,0,1,0,1
1,2018,22995,17252.0,145,56.5,2,1,0,0,0,0,1,0,1
6,2019,26995,10300.0,150,39.8,2,0,1,0,0,0,1,0,1
3,2019,26500,6939.0,145,40.4,5,1,0,0,0,0,1,0,1
6,2017,20700,25201.0,145,54.3,5,0,1,0,1,0,0,0,1
0,2016,10299,34291.0,0,76.3,3,0,1,0,1,0,0,0,1
3,2013,12795,69410.0,125,58.9,5,1,0,0,1,0,0,0,1
1,2016,11498,28403.0,0,83.1,3,0,1,0,1,0,0,0,1
