model,year,price,mileage,tax,mpg,engineSize,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Hybrid,fuelType_Petrol,state_New,state_Used
2,2017,18762,15440.0,30,55.4,5,0,0,1,0,0,1,0,1
6,2016,14749,69629.0,30,60.1,5,0,1,0,1,0,0,0,1
5,2019,25888,4444.0,145,42.2,2,1,0,0,0,0,1,0,1
4,2017,27995,35219.0,150,50.4,6,0,0,1,1,0,0,0,1
5,2017,16730,30433.0,145,54.3,1,0,0,1,0,0,1,0,1
0,2015,10850,37634.0,0,67.3,0,0,1,0,0,0,1,0,1
2,2016,14444,28325.0,0,72.4,5,1,0,0,1,0,0,0,1
1,2019,29900,4641.0,145,34.9,5,0,0,1,0,0,1,0,1
0,2011,6995,65000.0,125,53.3,1,0,1,0,0,0,1,0,1
6,2014,17998,23340.0,260,36.7,5,0,0,1,0,0,1,0,1
6,2020,27995,0.0,145,42.2,5,0,1,0,1,0,0,1,0
4,2015,16995,29558.0,20,67.3,5,0,0,1,1,0,0,0,1
2,2020,33888,4235.0,145,36.2,5,0,0,1,0,0,1,0,1
4,2016,17495,31000.0,20,64.2,5,0,0,1,1,0,0,0,1
1,2019,22990,4576.0,145,43.5,2,0,0,1,0,0,1,0,1
0,2017,11500,39125.0,150,67.3,0,0,1,0,0,0,1,0,1
1,2019,17500,4500.0,145,49.6,3,0,1,0,1,0,0,0,1
0,2015,11461,48643.0,20,60.1,1,0,0,1,0,0,1,0,1
6,2020,37888,2553.0,145,30.7,5,0,0,1,0,0,1,0,1
6,2019,27250,2485.0,145,39.8,2,0,1,0,0,0,1,0,1
7,2019,31266,3409.0,145,39.2,5,0,0,1,1,0,0,0,1
6,2015,14691,52625.0,160,52.3,5,0,0,1,1,0,0,0,1
0,2016,15490,39746.0,30,70.6,1,0,0,1,0,0,1,0,1
1,2015,11995,42000.0,30,57.6,1,0,1,0,0,0,1,0,1
1,2019,23888,4444.0,145,44.1,2,1,0,0,0,0,1,0,1
3,2017,19945,49287.0,145,62.8,5,0,0,1,1,0,0,0,1
0,2016,16000,25470.0,30,70.6,1,0,0,1,0,0,1,0,1
5,2019,20000,4999.0,145,47.1,0,0,1,0,0,0,1,0,1
1,2019,21000,1853.0,145,48.7,0,0,1,0,0,0,1,0,1
1,2016,17498,12166.0,30,57.6,1,0,0,1,0,0,1,0,1
7,2019,33000,10949.0,145,38.2,5,0,0,1,1,0,0,0,1
1,2016,12300,48097.0,30,58.9,1,1,0,0,0,0,1,0,1
4,2017,22602,19731.0,145,56.5,5,0,0,1,1,0,0,0,1
1,2015,11495,34468.0,0,74.3,3,0,1,0,1,0,0,0,1
2,2016,15299,19752.0,20,70.6,5,0,1,0,1,0,0,0,1
1,2017,19490,18001.0,150,56.5,2,0,0,1,0,0,1,0,1
6,2019,25380,11614.0,145,48.7,5,0,0,1,1,0,0,0,1
6,2015,17321,25296.0,145,55.4,5,0,1,0,1,0,0,0,1
7,2020,37444,3000.0,145,32.1,5,1,0,0,0,0,1,0,1
7,2016,23442,15744.0,200,47.1,5,0,0,1,1,0,0,0,1
1,2018,26500,17527.0,150,43.5,5,1,0,0,0,0,1,0,1
3,2019,37000,5117.0,145,45.6,5,1,0,0,1,0,0,0,1
1,2019,22795,1235.0,145,52.3,3,1,0,0,1,0,0,0,1
6,2016,18498,12589.0,145,47.9,1,0,0,1,0,0,1,0,1
1,2019,19990,5199.0,145,52.3,3,0,0,1,1,0,0,0,1
0,2015,10716,34616.0,0,80.7,3,0,1,0,1,0,0,0,1
6,2015,16975,22929.0,200,42.8,5,1,0,0,0,0,1,0,1
7,2018,27005,17640.0,145,40.9,5,0,0,1,0,0,1,0,1
1,2015,8395,74369.0,30,62.8,5,1,0,0,1,0,0,0,1
1,2019,15700,2029.0,145,49.6,0,0,1,0,0,0,1,0,1
0,2012,10290,44331.0,125,52.3,1,0,1,0,0,0,1,0,1
3,2020,33990,6000.0,145,48.7,5,0,0,1,1,0,0,0,1
1,2016,16698,14115.0,30,58.9,1,0,1,0,0,0,1,0,1
6,2017,23995,25667.0,145,40.4,5,0,0,1,0,0,1,0,1
5,2019,24991,3708.0,150,43.5,2,0,1,0,0,0,1,0,1
5,2019,20995,9840.0,150,42.8,2,0,1,0,0,0,1,0,1
1,2016,16491,24950.0,30,58.9,1,0,1,0,0,0,1,0,1
2,2019,22288,5654.0,145,39.2,5,0,1,0,0,0,1,0,1
0,2019,20500,5676.0,145,47.1,0,0,0,1,0,0,1,0,1
1,2019,32500,9292.0,150,34.9,5,0,0,1,0,0,1,0,1
3,2017,18400,34425.0,145,70.6,5,0,0,1,1,0,0,0,1
4,2015,21990,37200.0,235,44.8,6,1,0,0,1,0,0,0,1
1,2014,12990,53134.0,20,60.1,1,0,1,0,0,0,1,0,1
4,2016,22500,26784.0,150,54.3,5,0,0,1,1,0,0,0,1
2,2019,26495,15511.0,145,38.2,5,0,0,1,0,0,1,0,1
0,2019,21990,1793.0,145,44.8,2,0,0,1,0,0,1,0,1
3,2014,12690,74074.0,145,55.4,5,0,1,0,1,0,0,0,1
0,2016,11392,31479.0,30,57.6,1,0,1,0,0,0,1,0,1
3,2017,24500,18850.0,145,58.9,6,1,0,0,1,0,0,0,1
2,2015,14990,29000.0,20,68.9,5,0,1,0,1,0,0,0,1
2,2017,17000,35664.0,20,70.6,5,0,1,0,1,0,0,0,1
5,2017,21000,22000.0,145,57.7,5,0,0,1,1,0,0,0,1
2,2016,10999,72419.0,20,70.6,5,0,1,0,1,0,0,0,1
7,2019,39999,4500.0,145,38.2,5,1,0,0,1,0,0,0,1
6,2019,27995,8365.0,145,40.9,5,0,1,0,1,0,0,0,1
3,2017,20650,28000.0,20,67.3,5,1,0,0,1,0,0,0,1
6,2019,31450,5000.0,145,42.8,5,0,1,0,1,0,0,0,1
5,2017,18498,11133.0,145,52.3,1,0,1,0,0,0,1,0,1
4,2016,20698,13986.0,30,61.4,5,0,0,1,1,0,0,0,1
0,2013,7791,76361.0,125,52.3,1,0,1,0,0,0,1,0,1
4,2016,16490,65766.0,30,61.4,5,1,0,0,1,0,0,0,1
1,2017,13698,15180.0,20,72.4,3,0,0,1,1,0,0,0,1
1,2016,11495,55545.0,20,70.6,3,0,1,0,1,0,0,0,1
4,2014,10100,64458.0,30,64.2,5,0,0,1,1,0,0,0,1
1,2016,15990,21577.0,20,68.9,3,0,1,0,1,0,0,0,1
7,2015,17700,56586.0,200,47.1,5,0,0,1,1,0,0,0,1
2,2018,17998,25922.0,145,50.4,1,0,1,0,0,0,1,0,1
6,2020,29750,1501.0,145,42.8,5,0,1,0,1,0,0,0,1
3,2019,27200,0.0,145,40.4,5,1,0,0,0,0,1,1,0
2,2015,13995,35670.0,125,58.9,5,0,0,1,1,0,0,0,1
6,2015,11399,71787.0,30,61.4,5,0,1,0,1,0,0,0,1
1,2019,20000,7093.0,145,44.1,0,1,0,0,0,0,1,0,1
2,2019,26250,8299.0,145,50.4,5,1,0,0,1,0,0,0,1
2,2016,15270,24673.0,20,72.4,5,0,1,0,1,0,0,0,1
6,2014,12995,53000.0,200,47.9,5,0,0,1,1,0,0,0,1
3,2020,29950,5000.0,145,50.4,5,0,0,1,1,0,0,0,1
2,2017,14698,19637.0,145,53.3,1,0,1,0,0,0,1,0,1
6,2016,16999,49530.0,160,50.4,5,1,0,0,1,0,0,0,1
7,2016,29172,25097.0,235,42.8,6,0,0,1,1,0,0,0,1
5,2017,20890,14703.0,150,52.3,1,0,0,1,0,0,1,0,1
6,2019,28490,14481.0,145,31.7,5,0,0,1,0,0,1,0,1
2,2020,52000,0.0,145,40.9,6,1,0,0,1,0,0,1,0
6,2016,15845,22270.0,125,50.4,1,0,1,0,0,0,1,0,1
4,2019,26450,5950.0,145,50.4,5,1,0,0,1,0,0,0,1
2,2016,13910,67840.0,30,64.2,5,0,1,0,1,0,0,0,1
6,2013,10950,65542.0,145,54.3,5,0,1,0,1,0,0,0,1
6,2018,24400,13303.0,145,40.4,5,1,0,0,0,0,1,0,1
1,2016,19000,49361.0,205,40.9,5,0,0,1,0,0,1,0,1
4,2016,15995,43404.0,30,64.2,5,0,1,0,1,0,0,0,1
2,2018,24350,5229.0,145,50.4,1,0,0,1,0,0,1,0,1
1,2020,35995,0.0,150,34.9,5,0,0,1,0,0,1,1,0
1,2019,21880,16520.0,150,41.5,2,1,0,0,0,0,1,0,1
2,2019,29750,3038.0,145,44.1,5,0,0,1,1,0,0,0,1
5,2017,19560,10160.0,125,50.4,1,0,1,0,0,0,1,0,1
6,2019,28691,5447.0,145,47.1,5,0,0,1,1,0,0,0,1
2,2016,13499,54327.0,20,70.6,5,0,1,0,1,0,0,0,1
7,2013,19995,54143.0,265,41.5,6,0,0,1,1,0,0,0,1
6,2017,21500,25986.0,165,51.4,5,1,0,0,1,0,0,0,1
2,2017,15498,62140.0,145,64.2,5,0,1,0,1,0,0,0,1
3,2019,27888,1500.0,145,39.8,5,1,0,0,0,0,1,0,1
2,2015,14900,20995.0,30,64.2,5,0,1,0,1,0,0,0,1
7,2017,33495,37492.0,150,34.0,6,0,0,1,0,0,1,0,1
7,2016,19495,53050.0,200,47.1,5,0,0,1,1,0,0,0,1
5,2019,21756,3486.0,145,45.6,0,0,1,0,0,0,1,0,1
4,2015,15799,80232.0,125,61.4,5,1,0,0,1,0,0,0,1
6,2018,23690,29933.0,145,40.4,5,0,0,1,0,0,1,0,1
5,2019,26985,0.0,145,43.5,2,1,0,0,0,0,1,1,0
4,2016,13999,44273.0,30,65.7,5,0,1,0,1,0,0,0,1
4,2019,31990,3225.0,145,39.8,6,1,0,0,1,0,0,0,1
0,2017,11551,23078.0,145,57.6,1,0,1,0,0,0,1,0,1
2,2020,45000,6400.0,145,39.2,6,0,0,1,1,0,0,0,1
5,2019,20990,3500.0,145,47.1,0,0,1,0,0,0,1,0,1
0,2016,11999,15683.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2019,26664,4800.0,145,52.3,3,1,0,0,1,0,0,0,1
2,2017,18050,26592.0,20,68.9,5,0,1,0,1,0,0,0,1
0,2015,10260,28003.0,30,57.6,1,0,1,0,0,0,1,0,1
5,2017,16490,20000.0,125,52.3,1,0,1,0,0,0,1,0,1
5,2020,27995,3000.0,145,42.2,2,0,0,1,0,0,1,0,1
1,2017,11999,59000.0,0,74.3,3,0,0,1,1,0,0,0,1
6,2018,24495,25966.0,145,40.4,5,0,0,1,0,0,1,0,1
3,2017,20000,34011.0,30,62.8,5,1,0,0,1,0,0,0,1
0,2017,14500,25168.0,30,55.4,1,0,1,0,0,0,1,0,1
2,2020,31495,2500.0,145,50.4,5,1,0,0,1,0,0,0,1
6,2013,13025,46022.0,200,47.9,5,0,0,1,1,0,0,0,1
0,2016,13990,25600.0,30,55.4,1,0,1,0,0,0,1,0,1
4,2016,19000,20068.0,20,64.2,5,0,0,1,1,0,0,0,1
7,2020,37444,4000.0,145,32.1,5,0,0,1,0,0,1,0,1
0,2020,21888,3500.0,145,44.8,2,0,0,1,0,0,1,0,1
4,2015,16995,32235.0,30,64.2,5,0,0,1,1,0,0,0,1
0,2012,7175,65627.0,0,74.3,3,0,1,0,1,0,0,0,1
0,2013,8995,39761.0,125,53.3,1,0,1,0,0,0,1,0,1
1,2016,20899,10750.0,30,64.2,5,0,1,0,1,0,0,0,1
0,2019,22495,8750.0,150,40.9,5,0,0,1,0,0,1,0,1
3,2018,20391,17929.0,145,70.6,5,0,0,1,1,0,0,0,1
6,2017,19250,28368.0,145,56.5,5,0,1,0,1,0,0,0,1
2,2018,17782,13166.0,145,52.3,1,0,1,0,0,0,1,0,1
5,2017,18552,26500.0,145,54.3,1,0,0,1,0,0,1,0,1
0,2012,8999,40572.0,125,53.3,1,0,1,0,0,0,1,0,1
0,2020,28950,1406.0,145,44.1,2,1,0,0,0,0,1,0,1
2,2018,20990,13894.0,145,50.4,1,0,1,0,0,0,1,0,1
7,2019,34990,0.0,145,39.2,5,1,0,0,1,0,0,1,0
0,2016,11950,49470.0,30,55.4,1,0,1,0,0,0,1,0,1
2,2016,13498,47350.0,20,70.6,5,0,1,0,1,0,0,0,1
4,2016,19390,35750.0,125,58.9,5,0,1,0,1,0,0,0,1
7,2017,36490,27838.0,150,34.0,6,0,0,1,0,0,1,0,1
1,2018,20990,11500.0,145,56.5,2,0,0,1,0,0,1,0,1
6,2014,12499,46621.0,145,54.3,5,0,1,0,1,0,0,0,1
1,2017,13495,12396.0,20,60.1,0,0,1,0,0,0,1,0,1
3,2015,16500,46125.0,160,51.4,5,1,0,0,1,0,0,0,1
2,2016,17295,23264.0,20,67.3,5,0,0,1,1,0,0,0,1
7,2014,15998,25242.0,200,47.1,5,0,0,1,1,0,0,0,1
2,2019,25350,8501.0,150,49.6,5,1,0,0,1,0,0,0,1
6,2016,18290,19280.0,150,52.3,5,0,1,0,1,0,0,0,1
4,2016,14800,83023.0,125,58.9,5,0,1,0,1,0,0,0,1
7,2015,22498,75960.0,235,42.8,6,0,0,1,1,0,0,0,1
2,2017,20895,17774.0,145,52.3,5,1,0,0,0,0,1,0,1
2,2019,25480,5126.0,150,49.6,5,1,0,0,1,0,0,0,1
3,2019,29500,0.0,145,40.4,5,1,0,0,0,0,1,1,0
7,2016,31495,31031.0,235,42.2,6,0,0,1,1,0,0,0,1
2,2018,19998,13268.0,145,51.4,1,0,1,0,0,0,1,0,1
3,2017,19450,61612.0,145,62.8,5,0,0,1,1,0,0,0,1
6,2017,15800,37203.0,125,51.4,1,0,1,0,0,0,1,0,1
1,2016,14298,29709.0,20,60.1,1,0,1,0,0,0,1,0,1
2,2020,26995,1500.0,145,42.2,5,0,0,1,0,0,1,0,1
2,2020,26995,2000.0,145,41.5,5,0,1,0,0,0,1,0,1
2,2018,34999,16120.0,145,38.7,6,0,0,1,0,0,1,0,1
1,2016,8698,37123.0,20,72.4,3,0,1,0,1,0,0,0,1
2,2017,17755,11000.0,150,55.4,5,0,0,1,0,0,1,0,1
1,2015,9400,66000.0,20,68.9,5,0,1,0,1,0,0,0,1
3,2016,22998,18828.0,260,35.8,6,0,0,1,0,0,1,0,1
0,2017,17565,8965.0,30,70.6,1,0,0,1,0,0,1,0,1
0,2019,20190,7483.0,145,40.9,5,0,0,1,0,0,1,0,1
2,2019,25986,10221.0,145,38.2,5,0,0,1,0,0,1,0,1
1,2017,16000,15500.0,150,55.4,2,0,1,0,0,0,1,0,1
1,2019,22000,11547.0,150,42.2,2,1,0,0,0,0,1,0,1
1,2016,14821,38786.0,20,64.2,5,0,1,0,1,0,0,0,1
5,2019,24990,6042.0,145,42.2,2,0,0,1,0,0,1,0,1
3,2019,24260,9026.0,145,40.4,5,0,0,1,0,0,1,0,1
7,2018,31000,6002.0,145,38.2,5,1,0,0,1,0,0,0,1
3,2018,27992,18714.0,145,62.8,5,1,0,0,1,0,0,0,1
7,2015,25990,42000.0,235,42.8,6,1,0,0,1,0,0,0,1
1,2016,16900,32707.0,200,42.8,4,1,0,0,0,0,1,0,1
5,2019,25444,4917.0,145,40.9,2,0,0,1,0,0,1,0,1
5,2019,27950,4155.0,145,33.2,5,1,0,0,0,0,1,0,1
0,2016,9995,28790.0,0,67.3,0,0,1,0,0,0,1,0,1
0,2019,21445,5844.0,150,40.4,5,0,0,1,0,0,1,0,1
6,2019,26888,1500.0,145,42.8,5,0,1,0,1,0,0,0,1
6,2019,25636,15571.0,145,48.7,5,0,0,1,1,0,0,0,1
3,2019,29950,5122.0,145,37.2,5,0,1,0,0,0,1,0,1
1,2016,16998,32002.0,30,61.4,5,0,0,1,1,0,0,0,1
4,2018,23490,11551.0,150,61.4,5,0,0,1,1,0,0,0,1
2,2018,19222,20356.0,150,51.4,1,0,1,0,0,0,1,0,1
1,2017,15699,44493.0,145,65.7,5,0,1,0,1,0,0,0,1
1,2019,32400,5904.0,145,34.5,5,0,0,1,0,0,1,0,1
4,2014,10100,64460.0,30,64.2,5,0,0,1,1,0,0,0,1
7,2019,38495,5123.0,145,38.2,5,0,0,1,1,0,0,0,1
2,2017,17990,41757.0,30,62.8,5,0,0,1,1,0,0,0,1
0,2012,9890,46179.0,125,53.3,1,0,0,1,0,0,1,0,1
3,2017,22398,17616.0,145,65.7,5,0,0,1,1,0,0,0,1
2,2017,17490,54715.0,145,62.8,5,0,0,1,1,0,0,0,1
0,2018,14500,50230.0,145,55.4,1,1,0,0,0,0,1,0,1
5,2017,21490,16150.0,145,52.3,1,0,0,1,0,0,1,0,1
2,2019,26990,2898.0,145,39.8,5,1,0,0,0,0,1,0,1
7,2015,18295,42793.0,205,47.1,5,0,0,1,1,0,0,0,1
0,2018,16900,9943.0,150,55.4,1,0,1,0,0,0,1,0,1
0,2019,20000,5000.0,145,45.6,0,0,0,1,0,0,1,0,1
7,2017,23995,34000.0,145,56.5,5,0,0,1,1,0,0,0,1
3,2016,18995,34728.0,125,57.6,5,0,1,0,1,0,0,0,1
1,2015,13990,28895.0,30,55.4,1,0,1,0,0,0,1,0,1
4,2019,39950,5000.0,145,31.4,6,0,0,1,0,0,1,0,1
2,2019,24895,3679.0,145,38.7,5,0,0,1,0,0,1,0,1
1,2018,18990,26100.0,150,54.3,2,0,1,0,0,0,1,0,1
7,2020,62990,5000.0,145,32.5,6,0,0,1,1,0,0,0,1
3,2019,32195,4500.0,145,37.2,5,1,0,0,0,0,1,0,1
2,2019,43000,4650.0,145,40.9,6,1,0,0,1,0,0,0,1
5,2020,25990,1500.0,145,43.5,2,0,1,0,0,0,1,0,1
3,2020,29990,0.0,145,40.4,5,1,0,0,0,0,1,1,0
0,2018,15690,10600.0,145,55.4,1,0,1,0,0,0,1,0,1
1,2017,20990,28000.0,145,56.5,5,0,0,1,1,0,0,0,1
2,2019,32991,3500.0,145,47.9,5,1,0,0,1,0,0,0,1
1,2016,10298,67959.0,0,74.3,3,0,1,0,1,0,0,0,1
6,2014,12498,55680.0,200,47.9,5,0,0,1,1,0,0,0,1
1,2015,15795,33000.0,20,60.1,1,0,1,0,0,0,1,0,1
5,2017,17995,16829.0,145,52.3,1,0,1,0,0,0,1,0,1
1,2019,23900,6000.0,145,52.3,3,0,0,1,1,0,0,0,1
0,2017,10995,45000.0,0,76.3,3,0,1,0,1,0,0,0,1
3,2019,27990,8000.0,145,50.4,5,1,0,0,1,0,0,0,1
4,2016,16990,34000.0,30,61.4,5,1,0,0,1,0,0,0,1
5,2018,21995,9634.0,145,50.4,1,0,1,0,0,0,1,0,1
0,2020,21746,3000.0,145,44.8,0,0,0,1,0,0,1,0,1
3,2017,17300,37100.0,145,67.3,5,1,0,0,1,0,0,0,1
0,2019,16499,2504.0,145,52.3,0,0,1,0,0,0,1,0,1
3,2019,35990,3466.0,145,36.7,5,1,0,0,0,0,1,0,1
6,2015,15499,54296.0,145,52.3,5,0,1,0,1,0,0,0,1
1,2017,18896,12222.0,125,57.6,5,0,1,0,1,0,0,0,1
4,2019,28470,6015.0,145,47.9,5,1,0,0,1,0,0,0,1
5,2019,20000,0.0,145,49.6,3,0,1,0,1,0,0,1,0
7,2016,29500,37500.0,240,42.8,6,0,0,1,1,0,0,0,1
7,2019,33850,8297.0,145,38.2,5,0,0,1,1,0,0,0,1
1,2017,15500,17001.0,145,55.4,2,0,1,0,0,0,1,0,1
3,2017,22450,16471.0,30,53.3,5,0,0,1,0,0,1,0,1
4,2019,26990,18760.0,150,50.4,5,0,0,1,1,0,0,0,1
2,2020,25500,0.0,145,42.2,5,0,1,0,0,0,1,1,0
7,2019,36050,2994.0,145,38.2,5,1,0,0,1,0,0,0,1
0,2019,22450,3241.0,150,47.1,0,0,0,1,0,0,1,0,1
2,2020,30990,4454.0,145,38.2,5,0,0,1,0,0,1,0,1
1,2015,15500,4984.0,30,58.9,1,0,1,0,0,0,1,0,1
1,2019,17400,4557.0,145,49.6,3,0,1,0,1,0,0,0,1
1,2015,12201,51607.0,30,55.4,1,0,1,0,0,0,1,0,1
3,2014,9990,66992.0,30,61.4,5,0,1,0,1,0,0,0,1
5,2019,19995,5000.0,145,49.6,3,0,1,0,1,0,0,0,1
6,2020,28970,2015.0,150,40.9,5,0,0,1,1,0,0,0,1
1,2015,14383,33814.0,20,68.9,5,0,1,0,1,0,0,0,1
0,2017,12995,22427.0,145,67.3,0,0,1,0,0,0,1,0,1
1,2017,14000,42235.0,145,60.1,1,0,1,0,0,0,1,0,1
6,2017,21450,21871.0,145,47.9,1,0,0,1,0,0,1,0,1
0,2019,22400,3464.0,145,47.1,0,0,0,1,0,0,1,0,1
4,2017,22261,51214.0,150,51.4,6,0,0,1,1,0,0,0,1
2,2013,11299,47805.0,200,43.5,4,0,1,0,0,0,1,0,1
1,2019,24490,8877.0,150,42.2,2,0,0,1,0,0,1,0,1
7,2020,53990,6000.0,145,34.5,6,0,0,1,1,0,0,0,1
7,2020,37888,4343.0,145,32.1,5,0,0,1,0,0,1,0,1
2,2016,15950,35000.0,20,70.6,5,0,0,1,1,0,0,0,1
3,2019,24995,8000.0,145,39.8,5,0,1,0,0,0,1,0,1
0,2017,11490,14960.0,145,57.6,1,0,1,0,0,0,1,0,1
6,2019,27950,3000.0,145,40.9,2,0,1,0,1,0,0,0,1
5,2019,22990,18413.0,145,40.9,2,0,0,1,0,0,1,0,1
6,2015,14250,63000.0,125,60.1,5,0,1,0,1,0,0,0,1
0,2020,20999,6000.0,150,47.9,0,0,1,0,0,0,1,0,1
2,2017,16998,39382.0,150,48.7,5,0,1,0,0,0,1,0,1
1,2016,20112,11881.0,30,56.5,1,0,0,1,0,0,1,0,1
6,2019,28990,6000.0,145,48.7,5,1,0,0,1,0,0,0,1
1,2014,11990,47000.0,20,67.3,5,0,1,0,1,0,0,0,1
0,2015,10390,20639.0,0,67.3,0,0,1,0,0,0,1,0,1
2,2017,19000,21062.0,145,53.3,5,0,0,1,0,0,1,0,1
1,2019,24985,2257.0,145,52.3,3,1,0,0,1,0,0,0,1
1,2019,22262,11252.0,145,51.4,3,0,1,0,1,0,0,0,1
3,2018,21990,12000.0,145,68.9,5,0,1,0,1,0,0,0,1
6,2016,14888,29000.0,30,61.4,5,0,1,0,1,0,0,0,1
6,2018,24477,26388.0,150,40.4,5,0,0,1,0,0,1,0,1
4,2016,20500,26704.0,30,61.4,5,1,0,0,1,0,0,0,1
5,2017,12745,87000.0,30,64.2,3,0,1,0,1,0,0,0,1
3,2019,29490,7500.0,145,43.5,5,1,0,0,0,0,1,0,1
3,2017,21750,20175.0,145,60.1,6,1,0,0,1,0,0,0,1
0,2016,13600,28595.0,30,55.4,1,0,1,0,0,0,1,0,1
3,2019,27990,8065.0,145,50.4,5,1,0,0,1,0,0,0,1
1,2019,22990,15202.0,145,41.5,2,0,0,1,0,0,1,0,1
0,2016,13432,23448.0,30,58.9,1,0,1,0,0,0,1,0,1
0,2016,10995,44575.0,30,55.4,1,0,1,0,0,0,1,0,1
6,2015,15798,26308.0,145,56.5,5,0,1,0,1,0,0,0,1
1,2019,18490,7200.0,145,51.4,3,0,1,0,1,0,0,0,1
1,2019,21488,6350.0,145,54.3,5,0,1,0,1,0,0,0,1
7,2017,32995,32821.0,235,42.2,6,0,0,1,1,0,0,0,1
4,2016,14598,81517.0,30,61.4,5,0,1,0,1,0,0,0,1
6,2016,18800,20871.0,150,49.6,1,0,1,0,0,0,1,0,1
3,2014,11991,44998.0,145,49.6,4,0,1,0,0,0,1,0,1
6,2016,20950,20719.0,160,49.6,5,0,1,0,1,0,0,0,1
0,2017,19250,27209.0,145,39.8,5,0,1,0,0,0,1,0,1
1,2019,22930,9583.0,150,41.5,2,1,0,0,0,0,1,0,1
3,2018,23000,22351.0,150,47.1,5,0,1,0,0,0,1,0,1
3,2017,21995,66483.0,145,38.2,6,0,0,1,0,0,1,0,1
2,2017,13888,30266.0,125,53.3,1,0,1,0,0,0,1,0,1
5,2019,24990,3624.0,145,40.9,2,0,0,1,0,0,1,0,1
1,2016,14000,18725.0,20,61.4,1,0,1,0,0,0,1,0,1
1,2017,18950,14644.0,145,54.3,2,0,1,0,0,0,1,0,1
6,2017,16500,21369.0,125,51.4,1,0,1,0,0,0,1,0,1
0,2016,11499,44850.0,30,55.4,1,0,1,0,0,0,1,0,1
5,2016,19990,25000.0,125,52.3,1,0,0,1,0,0,1,0,1
5,2017,15900,31000.0,150,55.4,0,0,1,0,0,0,1,0,1
1,2014,8895,50262.0,0,74.3,3,0,1,0,1,0,0,0,1
3,2019,28985,0.0,145,39.8,5,1,0,0,0,0,1,1,0
6,2017,21583,46066.0,145,40.4,5,0,0,1,0,0,1,0,1
0,2018,14481,20280.0,145,67.3,0,0,1,0,0,0,1,0,1
2,2013,7990,81000.0,125,58.9,5,1,0,0,1,0,0,0,1
2,2019,28995,5500.0,145,40.9,5,0,0,1,0,0,1,0,1
7,2019,30800,0.0,145,39.2,5,1,0,0,1,0,0,1,0
2,2012,6990,87000.0,145,47.1,5,1,0,0,0,0,1,0,1
6,2019,38990,6000.0,145,32.1,5,1,0,0,0,0,1,0,1
0,2014,6490,80000.0,20,68.9,5,0,1,0,1,0,0,0,1
2,2019,29985,0.0,145,38.7,5,1,0,0,0,0,1,1,0
6,2017,23252,23188.0,145,53.3,5,0,0,1,1,0,0,0,1
1,2016,11990,61332.0,20,68.9,5,0,1,0,1,0,0,0,1
1,2020,23229,1850.0,145,44.8,2,0,1,0,0,0,1,0,1
1,2013,15650,24619.0,205,42.8,4,0,0,1,0,0,1,0,1
2,2017,18600,23052.0,145,67.3,5,1,0,0,1,0,0,0,1
5,2019,24490,2500.0,145,43.5,2,0,1,0,0,0,1,0,1
4,2017,19800,42071.0,30,61.4,5,1,0,0,1,0,0,0,1
0,2016,10330,35412.0,30,57.6,1,0,1,0,0,0,1,0,1
0,2019,19000,7374.0,145,50.4,0,0,1,0,0,0,1,0,1
1,2019,25499,4000.0,145,44.1,2,0,0,1,0,0,1,0,1
7,2019,36995,11565.0,145,38.2,5,1,0,0,1,0,0,0,1
4,2017,18082,25143.0,145,67.3,5,0,0,1,1,0,0,0,1
4,2016,19998,29067.0,30,61.4,5,0,0,1,1,0,0,0,1
2,2017,14500,27622.0,125,53.3,1,0,1,0,0,0,1,0,1
2,2020,43000,3000.0,145,40.4,6,1,0,0,1,0,0,0,1
0,2014,7475,70000.0,0,74.3,3,0,1,0,1,0,0,0,1
3,2019,32490,8000.0,145,37.7,5,1,0,0,0,0,1,0,1
6,2019,28990,5500.0,145,40.9,5,0,0,1,1,0,0,0,1
0,2015,10198,36910.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2017,18885,41225.0,145,61.4,5,0,0,1,1,0,0,0,1
6,2019,28490,0.0,145,42.8,5,0,1,0,1,0,0,1,0
1,2016,15699,30154.0,20,65.7,5,0,1,0,1,0,0,0,1
7,2016,33990,12562.0,240,42.2,6,0,0,1,1,0,0,0,1
7,2018,26945,21248.0,145,55.4,5,0,0,1,1,0,0,0,1
7,2020,43950,7791.0,145,34.5,6,1,0,0,1,0,0,0,1
3,2014,9980,76101.0,30,64.2,5,0,1,0,1,0,0,0,1
2,2016,17490,29955.0,150,48.7,5,0,1,0,0,0,1,0,1
0,2016,11760,27400.0,30,55.4,1,0,1,0,0,0,1,0,1
2,2016,15990,46778.0,30,62.8,5,0,1,0,1,0,0,0,1
7,2019,34450,2812.0,145,38.2,5,0,0,1,1,0,0,0,1
5,2019,21892,11785.0,150,40.9,2,0,1,0,0,0,1,0,1
1,2014,10995,84878.0,20,67.3,5,0,1,0,1,0,0,0,1
2,2019,23990,5000.0,145,38.2,5,0,1,0,0,0,1,0,1
4,2019,26995,6150.0,145,50.4,5,1,0,0,1,0,0,0,1
6,2016,16499,28646.0,145,51.4,5,0,1,0,1,0,0,0,1
6,2016,14875,29897.0,125,50.4,1,0,1,0,0,0,1,0,1
